Datetime,Ticker,Revenue,Cost of Revenue,Gross Profit,Other Operating Income,Operating Income,Non-Operating Income Loss,Pretax Income,Income Tax Expense,Net Extraordinary Losses,Net Income,"Basic EPS, GAAP",Diluted Weighted Avr # of Shares,"Diluted EPS, GAAP",EBITDA,Trailing 12M EBITDA Margin,Gross Margin,Operating Margin,Profit Margin,Dividends per Share,Depreciation & Amortization,Non-Cash Items,Deferred Income Taxes,Other Non-Cash Adj,Non-Cash Working Capital,Change in Accounts & Notes Receivable,Change in Inventories,Change in Accounts Payable,Change in Other,Cash from Operating Activities,Change in Fixed & Intangible Assets,Acquisition of Fixed & Intangibles,Other Investing Activities,Cash from Investing Activities,Dividends Paid,Cash from Repaid Debt,Cash from Repurchase of Equity,Other Financing Activities,Cash from Financing Activities,Net Changes in Cash,Free Cash Flow,Free Cash Flow per Basic Share,Price to Free Cash Flow,Cash Flow to Net Income,"Cash, Cash Equivalents & STI",Accounts & Notes Receivable,Inventories,"Property, Plant & Equip",LT Investments & Receivables,Other LT Assets,Total Noncurrent Assets,Total Assets,Payables & Accruals,ST Debt,Other ST Liabilities,Total Current Liabilities,LT Debt,Other LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Share Capital & APIC,Other Equity,Equity Before Minority Interest,Total Equity,Total Liabilities & Equity,Net Debt,Cash Conversion Cycle,Number of Employees,Last Price,Sales Actual,Net Income Actual,Enterprise Value,Price to Book,P/E,Shares Outstanding,Capital Expenditures,Personal Consumption Expenditures,CPI Urban Consumers YOY,ISM Manufacturing,Change in Nonfarm Payrolls,Unemployment Rate,Housing Starts,US Trade Balance
2001-07-10,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.378,1475,61,3477.3484,1.9204,128.0746,19545.294,-30,0.22,3.2,43.2,-114,4.5,1636,-29.151
2001-07-11,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.402,1475,61,3965.9807,2.0476,136.5564,19545.294,-30,0.22,3.2,43.2,-114,4.5,1636,-29.151
2001-07-12,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.435,1475,61,4601.2028,2.2129,147.5827,19545.294,-30,0.22,3.2,43.2,-114,4.5,1636,-29.151
2001-07-13,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.444,1475,61,4772.2241,2.2575,150.5513,19545.294,-30,0.22,3.2,43.2,-114,4.5,1636,-29.151
2001-07-14,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.444,1475,61,4772.2241,2.2575,150.5513,19545.294,-30,0.22,3.2,43.2,-114,4.5,1636,-29.151
2001-07-15,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.444,1475,61,4772.2241,2.2575,150.5513,19545.294,-30,0.22,3.2,43.2,-114,4.5,1636,-29.151
2001-07-16,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.428,1475,61,4461.5935,2.1766,145.1593,19545.294,-30,0.22,3.2,43.2,-114,4.5,1636,-29.151
2001-07-17,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.448,1475,61,4859.4799,2.2802,152.0659,19545.294,-30,0.22,3.2,43.2,-114,4.5,1636,-29.151
2001-07-18,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.371,1475,61,3385.3563,1.8886,125.9542,19626.549,-30,0.22,3.2,43.2,-114,4.5,1636,-29.151
2001-07-19,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.356,1475,61,3094.4628,1.8132,120.9257,19626.549,-30,0.22,3.2,43.2,-114,4.5,1636,-29.151
2001-07-20,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.357,1475,61,3101.4723,1.8151,121.0469,19626.549,-30,0.22,3.2,43.2,-114,4.5,1636,-29.151
2001-07-21,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.357,1475,61,3101.4723,1.8151,121.0469,19626.549,-30,0.22,3.2,43.2,-114,4.5,1636,-29.151
2001-07-22,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.357,1475,61,3101.4723,1.8151,121.0469,19626.549,-30,0.22,3.2,43.2,-114,4.5,1636,-29.151
2001-07-23,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.349,1475,61,2947.2637,1.7751,118.3812,19626.549,-30,0.22,3.2,43.2,-114,4.5,1636,-29.151
2001-07-24,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.341,1475,61,2789.5504,1.7342,115.6549,19626.549,-30,0.22,3.2,43.2,-114,4.5,1636,-29.151
2001-07-25,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.33,1475,61,2572.2565,1.6779,111.8987,19626.549,-30,0.22,3.2,43.2,-114,4.5,1636,-29.151
2001-07-26,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.332,1475,61,2614.3133,1.6888,112.6257,19626.549,-30,0.22,3.2,43.2,-114,4.5,1636,-29.151
2001-07-27,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.339,1475,61,2743.9888,1.7224,114.8673,19626.549,-30,0.22,3.2,43.2,-114,4.5,1636,-29.151
2001-07-28,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.339,1475,61,2743.9888,1.7224,114.8673,19626.549,-30,0.22,3.2,43.2,-114,4.5,1636,-29.151
2001-07-29,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.339,1475,61,2743.9888,1.7224,114.8673,19626.549,-30,0.22,3.2,43.2,-114,4.5,1636,-29.151
2001-07-30,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.338,1475,61,2733.4745,1.7197,114.6856,19626.549,-30,0.22,3.2,43.2,-114,4.5,1636,-29.151
2001-07-31,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.336,1475,61,2684.4082,1.7069,113.8374,19626.549,-30,0.26,2.7,43.5,-125,4.6,1670,-29.902
2001-08-01,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.34,1475,61,2779.0362,1.7315,115.4732,19626.549,-30,0.26,2.7,43.5,-125,4.6,1670,-29.902
2001-08-02,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.354,1475,61,3045.3965,1.8005,120.0775,19626.549,-30,0.26,2.7,43.5,-125,4.6,1670,-29.902
2001-08-03,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.348,1475,61,2933.2448,1.7714,118.1389,19626.549,-30,0.26,2.7,43.5,-125,4.6,1670,-29.902
2001-08-04,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.348,1475,61,2933.2448,1.7714,118.1389,19626.549,-30,0.26,2.7,43.5,-125,4.6,1670,-29.902
2001-08-05,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.348,1475,61,2933.2448,1.7714,118.1389,19626.549,-30,0.26,2.7,43.5,-125,4.6,1670,-29.902
2001-08-06,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.342,1475,61,2803.5694,1.7378,115.8972,19626.549,-30,0.26,2.7,43.5,-125,4.6,1670,-29.902
2001-08-07,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.344,1475,61,2845.6262,1.7487,116.6243,19626.549,-30,0.26,2.7,43.5,-125,4.6,1670,-29.902
2001-08-08,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.337,1475,61,2722.9603,1.7169,114.5038,19626.549,-30,0.26,2.7,43.5,-125,4.6,1670,-29.902
2001-08-09,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.34,1475,61,2775.5314,1.7306,115.4126,19626.549,-30,0.26,2.7,43.5,-125,4.6,1670,-29.902
2001-08-10,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.34,1475,61,2765.0172,1.7278,115.2308,19626.549,-30,0.26,2.7,43.5,-125,4.6,1670,-29.902
2001-08-11,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.34,1475,61,2765.0172,1.7278,115.2308,19626.549,-30,0.26,2.7,43.5,-125,4.6,1670,-29.902
2001-08-12,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.34,1475,61,2765.0172,1.7278,115.2308,19626.549,-30,0.26,2.7,43.5,-125,4.6,1670,-29.902
2001-08-13,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.341,1475,61,2789.5504,1.7342,115.6549,19626.549,-30,0.26,2.7,43.5,-125,4.6,1670,-29.902
2001-08-14,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.334,1475,61,2669.7164,1.7015,113.4739,19645.495,-30,0.26,2.7,43.5,-125,4.6,1670,-29.902
2001-08-15,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.329,1475,61,2567.9808,1.6752,111.717,19645.495,-30,0.26,2.7,43.5,-125,4.6,1670,-29.902
2001-08-16,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.333,1475,61,2641.6514,1.6942,112.9892,19645.495,-30,0.26,2.7,43.5,-125,4.6,1670,-29.902
2001-08-17,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.323,1475,61,2438.1802,1.6415,109.4753,19645.495,-30,0.26,2.7,43.5,-125,4.6,1670,-29.902
2001-08-18,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.323,1475,61,2438.1802,1.6415,109.4753,19645.495,-30,0.26,2.7,43.5,-125,4.6,1670,-29.902
2001-08-19,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.323,1475,61,2438.1802,1.6415,109.4753,19645.495,-30,0.26,2.7,43.5,-125,4.6,1670,-29.902
2001-08-20,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.324,1475,61,2455.7208,1.6461,109.7783,19645.495,-30,0.26,2.7,43.5,-125,4.6,1670,-29.902
2001-08-21,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.32,1475,61,2385.5584,1.6279,108.5666,19645.495,-30,0.26,2.7,43.5,-125,4.6,1670,-29.902
2001-08-22,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.325,1475,61,2487.294,1.6543,110.3235,19645.495,-30,0.26,2.7,43.5,-125,4.6,1670,-29.902
2001-08-23,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.318,1475,61,2346.969,1.6179,107.9002,19645.495,-30,0.26,2.7,43.5,-125,4.6,1670,-29.902
2001-08-24,AAPL,1475,1041,434,0,42,-45,87,26,0,61,0.003,20099.0713,0.003,68,-3.6659,29.4237,2.8475,4.1356,0,26,7,-92,7,-127,512,12,-520,-127,-33,-30,-30,-92,10,0,0,6,0,6,-17,-63,-0.0032,29.632,-0.541,4218,598,19,347,146,330,823,6071,847,0,767,1614,317,282,599,2213,1673,2185,3858,3858,6071,-3901,-25.56,6960,0.332,1475,61,2613.5864,1.687,112.5045,19645.495,-30,0.26,2.7,43.5,-125,4.6,1670,-29.902
